example_id,press,ratio,answer,score,elapsed_s,orig_tokens,kept_tokens,mem_bytes
pubmedqa_18847643,snapkv,0.5, Yes. The incidence of complications is low and the most common complication is a sudden drop in platelet,0.0,0.8889219760894775,376,188,4620288
pubmedqa_18847643,snapkv,0.7, Yes. The use of UH and FH in trauma patients is safe and effective. The use of,0.0,0.8850998878479004,376,112,2752512
pubmedqa_18847643,domain_aware,0.3," Yes.

Therapeutic anticoagulation in the trauma patient: is it effective?
Answer:",0.0,0.8942828178405762,376,263,6463488
pubmedqa_18847643,domain_aware,0.5, Yes. Trauma patients who require therapeutic anticoagulation are at increased risk for bleeding complications.,0.0,0.8831820487976074,376,188,4620288
pubmedqa_18847643,domain_aware,0.7, Yes. The use of unfractionated heparin (UFH) in trauma patients is safe,0.0,0.879035234451294,376,113,2777088
pubmedqa_18239988,oracle,0.0," Yes. The MCV, AST/ALT ratio and sex were the most relevant markers for differentiation of",1.0,0.8886551856994629,366,366,8994816
pubmedqa_18239988,random,0.3, The MCV was elevated in 59% of NASH patients and normal in 10,0.0,0.8874852657318115,366,256,6291456
pubmedqa_18239988,random,0.5, The MCV was elevated in 59% of NASH patients and 19% of,0.0,0.8773140907287598,366,183,4497408
pubmedqa_18239988,random,0.7," routine laboratory markers are useful.
What is the next step in the A list A list A A A",0.0,0.8734409809112549,366,109,2678784
pubmedqa_18239988,knorm,0.3, Yes. The MCV is a useful marker for distinguishing NASH from ASH. The AST/,1.0,0.8896961212158203,366,256,6291456
pubmedqa_18239988,knorm,0.5," Yes. The MCV, MCH, MCHC, and MCHA are useful for",1.0,0.8813550472259521,366,183,4497408
pubmedqa_18239988,knorm,0.7, Yes. The authors conclude that routine laboratory markers are useful in the differentiation of nonalcoholic steato,1.0,0.8731813430786133,366,109,2678784
pubmedqa_18239988,snapkv,0.3, Yes. The MCV is a useful marker for distinguishing NASH from ASH. The AST/,1.0,0.8975722789764404,366,256,6291456
pubmedqa_18239988,snapkv,0.5, Yes. The MCV is a useful marker for the diagnosis of alcoholic steatohepatitis.,1.0,0.887315034866333,366,183,4497408
pubmedqa_18239988,snapkv,0.7, The authors conclude that routine laboratory markers are useful for the differentiation of nonalcoholic steatohepat,0.0,0.8838589191436768,366,109,2678784
pubmedqa_18239988,domain_aware,0.3, Yes. The MCV is a useful marker for the differentiation of nonalcoholic steatohepat,1.0,0.8915510177612305,366,256,6291456
pubmedqa_18239988,domain_aware,0.5, Yes. The MCV is a useful marker for steatohepatitis. The AST/ALT,1.0,0.8784129619598389,366,183,4497408
pubmedqa_18239988,domain_aware,0.7, The authors conclude that routine laboratory markers are useful for the differentiation of nonalcoholic steatohepat,0.0,0.8738329410552979,366,110,2703360
pubmedqa_25957366,oracle,0.0," Yes
Discussion:
The results of this study suggest that automated, at-the-visit prompts about family",0.0,0.8608770370483398,316,316,7766016
pubmedqa_25957366,random,0.3," Yes.
Answer: No.
Answer: Yes.
Answer: No.
Answer: Yes.
Answer:",0.0,0.8530371189117432,316,221,5431296
pubmedqa_25957366,random,0.5," Does It Work?
Answer: Does It Work?
Answer: Does It Work?
Answer: Does It",0.0,0.850029706954956,316,158,3883008
pubmedqa_25957366,random,0.7," Does It Work?
Answer: Does It Work?
Answer: Does It Work?
Answer: Does It",0.0,0.8459141254425049,316,94,2310144
pubmedqa_25957366,knorm,0.3," Yes
Patient Screening for Family History: Does It Work?
Answer: Yes
Patient Screening for Family",0.0,0.8524820804595947,316,221,5431296
pubmedqa_25957366,knorm,0.5," Yes
Patient Screening for Family History: Does It Work?
Answer: Yes
Patient Screening for Family",0.0,0.8485000133514404,316,158,3883008
pubmedqa_25957366,knorm,0.7," Yes
Prompting Primary Care Providers about Increased Patient Risk As a Result of Family History: Does It",0.0,0.8466439247131348,316,94,2310144
pubmedqa_25957366,snapkv,0.3," Yes. The use of automated, tailored prompts about family history risk for heart disease, stroke, diabetes",0.0,0.8629467487335205,316,221,5431296
pubmedqa_25957366,snapkv,0.5," Yes
Discussion: The results of this study suggest that prompting primary care providers about increased patient risk as",0.0,0.8580961227416992,316,158,3883008
pubmedqa_25957366,snapkv,0.7, Yes. The use of family history prompts to increase patient risk awareness and to prompt primary care providers to,0.0,0.8553290367126465,316,94,2310144
pubmedqa_25957366,domain_aware,0.3, Yes. The use of electronic health records to provide family history prompts to primary care providers is feasible and,0.0,0.8529777526855469,316,221,5431296
pubmedqa_25957366,domain_aware,0.5, Yes. The study results suggest that electronic health record (EHR) systems can be used to improve,0.0,0.8491578102111816,316,158,3883008
pubmedqa_25957366,domain_aware,0.7, No. The study was not designed to determine whether prompting primary care providers about increased patient risk as a,1.0,0.8473029136657715,316,95,2334720
pubmedqa_24866606,oracle,0.0, Yes. Emergency ultrasound fellowships have a positive impact on emergency medicine residents' US education. The number,1.0,0.8423221111297607,287,287,7053312
pubmedqa_24866606,random,0.3, Yes. Emergency ultrasound fellowship programs have a positive impact on emergency medicine residents' ultrasound education. Emergency ultrasound,1.0,0.8336739540100098,287,200,4915200
pubmedqa_24866606,random,0.5," Yes
Question: Does E hurt you? What do you do
Answer: I do

What",1.0,0.8372421264648438,287,143,3514368
pubmedqa_24866606,random,0.7, Recent years of E US emergency ultrasound fellowship programs impact emergency ultrasound education; Answer: Recent years of E,0.0,0.8286848068237305,287,86,2113536
pubmedqa_24866606,knorm,0.3, Yes. Emergency medicine residents' US education is significantly impacted by their residency program's EUS fellowship program,1.0,0.8342580795288086,287,200,4915200
pubmedqa_24866606,knorm,0.5," Yes
Do emergency ultrasound fellowships impact emergency medicine residents' US experience?
Answer: Yes
Do",1.0,0.8310849666595459,287,143,3514368
pubmedqa_24866606,knorm,0.7," Yes
Do emergency ultrasound fellowships impact emergency medicine residents' ultrasound education?
Answer: Yes
Do",1.0,0.8274948596954346,287,86,2113536
pubmedqa_24866606,snapkv,0.3, Yes. Emergency ultrasound fellowships have a positive impact on emergency medicine residents' US education. The number,1.0,0.8420078754425049,287,200,4915200
pubmedqa_24866606,snapkv,0.5, Yes. Emergency ultrasound fellowship programs have a positive impact on emergency medicine residents' ultrasound education. The number,1.0,0.8377251625061035,287,143,3514368
pubmedqa_24866606,snapkv,0.7, Yes. Emergency ultrasound fellowship programs have a positive impact on emergency medicine residents' ultrasound education. The program,1.0,0.8353610038757324,287,86,2113536
pubmedqa_24866606,domain_aware,0.3, Yes. Emergency ultrasound fellowship programs impact emergency medicine residents' ultrasound education. Emergency ultrasound fellowship programs have a,1.0,0.8319811820983887,287,201,4939776
pubmedqa_24866606,domain_aware,0.5, Yes. Emergency ultrasound fellowship programs have a positive impact on emergency medicine residents' ultrasound education. Emergency ultrasound,1.0,0.8411562442779541,287,144,3538944
pubmedqa_24866606,domain_aware,0.7, Yes. Emergency medicine residents' ultrasound education is impacted by their emergency ultrasound fellowship training. Emergency ultrasound fellowship,1.0,0.8331739902496338,287,86,2113536
